client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
1d7d2b9ff223d46d134cb771a3486b42a7ecb8ce255d525fc96620b23e24774ad72a58ade56b38d7fcce1f4a06b9a27da2cdd71bafb0db482ee9da3f800df3e0	common_voice_ca_21882632.mp3	nou	2	0	thirties	female	valencian	ca	Benchmark
43e20d2259c280dae89727f4b6d953cecaaf574e7303af5f374de343cd167180a501f7fe26a965516414074272a73474b021ad63b9add94313e16e13194f5f97	common_voice_ca_23881320.mp3	quatre	2	0				ca	Benchmark
6396b8df6091ac3a863cc0053f945375fccc04eb4a106d414d2538b9e346ede78ca20d174261e7a8df445a7ef55dc22b5a47adc852167074654321e692903b4c	common_voice_ca_21878791.mp3	nou	2	0	fifties	male	valencian	ca	Benchmark
717f6ab4292a0bb3fb2d9e6325f3a6c85fbca9b2a8b340dd66ffc551ea0a2628b63848a428801ded2ad90622b6047834e84638d143a8cea0baf46b6c6c540b47	common_voice_ca_23910498.mp3	u	2	0			central	ca	Benchmark
8fb0ec1c53291022a0c0fcf76581ea4daec35fd0846fd3f0d62156e99e4efc80d7c25b77b84b9a474901bd360c5c717655801efe2baa7f9715d422e914650817	common_voice_ca_21785775.mp3	no	2	0				ca	Benchmark
a0663a3ff049971e6bbd09596270fb5d90ab8c38d529af33eee6dd2e4b9bd94748c70e6ed9550fb863fe9cd9d21f919faf979bcdb4b3253eb382ff0945ac67f0	common_voice_ca_23911461.mp3	sí	2	0				ca	Benchmark
adea0feacd633f026c2232c74608da8477582181305b46da06f78c99a02314b3c19a158f9d31d36fc56fc389693c803fd3da0d5a0b4604375533a2894ff94ad2	common_voice_ca_21873980.mp3	set	2	0				ca	Benchmark
b4114163d201648cf53ce6a9ab272fb0eb9c67a2de937c78927bec4f05255e832b35286dfc10af1010441343139aaf20761175f488ad27462b6d76135eafdda2	common_voice_ca_21877942.mp3	no	2	1	teens	male		ca	Benchmark
cbb07cd6156290e5f7ee2e1e4e76a5a18261570da2e0df4d8ae7119c5b0606d9ed33e1b95d849fb21aea74f23ad5890ce679ffc8e1f47489b5d03ed84ca5613f	common_voice_ca_21881872.mp3	set	2	1				ca	Benchmark
cc3b30ba0f733abfe64667838f620c4f542db4665fa68e4d945b75ac0d2c435e6529e6541c4ac8ca18dec753b10e3a5c4614cfbc658dc951ab6cab357e6ef363	common_voice_ca_23911536.mp3	set	2	0	twenties	male	central	ca	Benchmark
cf7523fb9476830f0a48c34e51f960941e16269ffc40c06ee223a6c301f2f3cf006943a7f1d9bf09938153609c304eb273127ed7de792e450857447f495d6059	common_voice_ca_22170624.mp3	quatre	2	1				ca	Benchmark
d0418070b92bb3d9345bb424b476552153e65a863d6d22465f05650d785c387b016e32d07c5c391c3b2a11ad2f0984a4744a4d896a612568284fde24a9ffd56f	common_voice_ca_23903034.mp3	Ei	3	0				ca	Benchmark
db78647c5592eb6fe03bef60eaf83f3f3eb5b9f9d826cb9d9ae7e0b5d944e4118efc576d5ed2585eb6d33d4c4f1f10394dc0ed659a7ce331e41be205acea8c41	common_voice_ca_23911712.mp3	set	2	0				ca	Benchmark
ff1ba54b975b296a219444fedd6ece2765ad0e4bffad1b95da0769c5746c67370dd856010ee05fdaa23e8129fca289538a97731862c4e1f19a6f453494458aa4	common_voice_ca_23910469.mp3	set	2	0				ca	Benchmark
11a522c3ae1925c1a074cde1d10d8e7fbbb17eee64cf83d25913e8df1205d6fc4d28d4056a92b7707619ec36fd5afbe174199b0a030754d79573fc40bfdcbd08	common_voice_ca_23883773.mp3	zero	2	0				ca	Benchmark
11a522c3ae1925c1a074cde1d10d8e7fbbb17eee64cf83d25913e8df1205d6fc4d28d4056a92b7707619ec36fd5afbe174199b0a030754d79573fc40bfdcbd08	common_voice_ca_23883774.mp3	Ei	2	0				ca	Benchmark
68ee5546e36148a931437da7e7d2b4243956cd1d63533df499ce9f9c5554c46791dca6104e4369a2b5773b91be7d6f1b57f5fc316c39f5b513fc620679c2563e	common_voice_ca_23911400.mp3	sí	2	0	twenties	male	central	ca	Benchmark
68ee5546e36148a931437da7e7d2b4243956cd1d63533df499ce9f9c5554c46791dca6104e4369a2b5773b91be7d6f1b57f5fc316c39f5b513fc620679c2563e	common_voice_ca_23911414.mp3	u	2	1	twenties	male	central	ca	Benchmark
8fafcb2d793a4274f21bd2c4f12eb185f1fb10d5cac1c37a36cac8e97a810292d04de2dd11e6c730ef6e9fcf9b9a5a0945e131ae63400bb319f61be3e99aeff0	common_voice_ca_23909602.mp3	u	2	0				ca	Benchmark
8fafcb2d793a4274f21bd2c4f12eb185f1fb10d5cac1c37a36cac8e97a810292d04de2dd11e6c730ef6e9fcf9b9a5a0945e131ae63400bb319f61be3e99aeff0	common_voice_ca_23909605.mp3	vuit	2	0				ca	Benchmark
